"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","ProcessName","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"kworker/u17:1-events_unbound","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.07",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2292","0",,"False","8/17/2025 7:11:11 AM",,"1335151",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u17:1-events_unbound","00:00:00.0600000","00:00:00.0700000","00:00:00.0100000",,
"kworker/u17:2-ext4-rsv-conversion","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3616","0",,"False","8/17/2025 10:35:00 AM",,"1436053",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u17:2-ext4-rsv-conversion","00:00:00","00:00:00","00:00:00",,
"kworker/u18:0-events_unbound","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.06",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3936","0",,"False","8/17/2025 10:03:47 AM",,"1420463",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u18:0-events_unbound","00:00:00.0600000","00:00:00.0600000","00:00:00",,
"kworker/u18:2-events_unbound","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3124","0",,"False","8/17/2025 11:15:29 AM",,"1456947",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u18:2-events_unbound","00:00:00","00:00:00.0100000","00:00:00.0100000",,
"kworker/u19:0-ext4-rsv-conversion","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.23",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3524","0",,"False","8/17/2025 9:29:23 AM",,"1403775",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u19:0-ext4-rsv-conversion","00:00:00.2300000","00:00:00.2300000","00:00:00",,
"kworker/u19:1-flush-8:0","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.22",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2444","0",,"False","8/17/2025 10:03:42 AM",,"1420408",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u19:1-flush-8:0","00:00:00.2200000","00:00:00.2200000","00:00:00",,
"kworker/u19:2-flush-8:0","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.05",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2420","0",,"False","8/17/2025 11:09:06 AM",,"1453876",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u19:2-flush-8:0","00:00:00.0400000","00:00:00.0500000","00:00:00.0100000",,
"kworker/u20:0-flush-8:0","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1380","0",,"False","8/17/2025 11:05:07 AM",,"1451700",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u20:0-flush-8:0","00:00:00","00:00:00","00:00:00",,
"kworker/u20:1-events_unbound","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3060","0",,"False","8/17/2025 11:19:32 AM",,"1459143",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u20:1-events_unbound","00:00:00.0100000","00:00:00.0100000","00:00:00",,
"kworker/u20:2-ext4-rsv-conversion","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.03",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1264","0",,"False","8/17/2025 8:26:45 AM",,"1372952",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u20:2-ext4-rsv-conversion","00:00:00.0200000","00:00:00.0300000","00:00:00.0100000",,
"kworker/u20:3","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3816","0",,"False","8/17/2025 11:27:16 AM",,"1463620",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u20:3","00:00:00","00:00:00","00:00:00",,
"kworker/u21:0","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2300","-20",,"False","8/15/2025 1:31:57 AM",,"93",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u21:0","00:00:00","00:00:00","00:00:00",,
"kworker/u22:0-ttm","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4040","-20",,"False","8/15/2025 1:31:57 AM",,"94",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u22:0-ttm","00:00:00","00:00:00","00:00:00",,
"kworker/u22:1","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2556","-20",,"False","8/15/2025 1:32:18 AM",,"1067",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u22:1","00:00:00","00:00:00","00:00:00",,
"kworker/u23:0-ttm","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3468","-20",,"False","8/15/2025 1:31:57 AM",,"95",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u23:0-ttm","00:00:00","00:00:00","00:00:00",,
"kworker/u23:1-ttm","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2296","-20",,"False","8/15/2025 4:08:55 AM",,"72276",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u23:1-ttm","00:00:00","00:00:00","00:00:00",,
"kworker/u24:0-ttm","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3228","-20",,"False","8/15/2025 1:31:57 AM",,"96",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u24:0-ttm","00:00:00","00:00:00","00:00:00",,
"kworker/u24:1-ttm","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2004","-20",,"False","8/15/2025 10:43:21 PM",,"369462",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u24:1-ttm","00:00:00","00:00:00","00:00:00",,
"kworker/u25:0","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3812","-20",,"False","8/15/2025 1:31:57 AM",,"97",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u25:0","00:00:00","00:00:00","00:00:00",,
"kworker/u25:1-ttm","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3048","-20",,"False","8/15/2025 8:51:25 AM",,"205493",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u25:1-ttm","00:00:00","00:00:00","00:00:00",,
"light-locker","885","14","421457920","19763200","3801088","0","/usr/bin/light-locker","light-locker","System.Diagnostics.Process (xfce4-session)",,"8.98",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2424","0",,"False","8/15/2025 1:32:19 AM",,"1192",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","3801088","3801088","3801088","3801088","0","0","28667904","28667904","421457920","421457920","False","Normal","49221632","49221632","15","885",,"System.Diagnostics.ProcessThreadCollection","14","421457920","421457920","False",,,,"19763200","19763200",,"System.Diagnostics.ProcessModule (light-locker)","0","","True","light-locker","00:00:03.6700000","00:00:08.9800000","00:00:05.3099999",,
"lightdm","681",,"390062080","6459392","393216","0",,"/usr/sbin/lightdm","System.Diagnostics.Process (systemd)",,"0.43",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4044","0",,"False","8/15/2025 1:32:02 AM",,"681",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","393216","393216","393216","393216","0","0","7499776","7499776","390094848","390094848","False","Normal","43532288","43532288","15","681",,"System.Diagnostics.ProcessThreadCollection",,"390062080","390062080","False",,,,"6459392","6459392",,,"0","","True","lightdm","00:00:00.3000000","00:00:00.4300000","00:00:00.1300000",,
"lightdm","681",,"242810880","7479296","1048576","0",,"lightdm --session-child 13 24","System.Diagnostics.Process (lightdm)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","240","0",,"False","8/15/2025 1:32:16 AM",,"830",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","1048576","1048576","1048576","1048576","0","0","23719936","23719936","242810880","242810880","False","Normal","26947584","26947584","15","681",,"System.Diagnostics.ProcessThreadCollection",,"242810880","242810880","False",,,,"7479296","7479296",,,"0","","True","lightdm","00:00:00.0100000","00:00:00.0100000","00:00:00",,
"migration/0","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"7.15",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3132","0",,"False","8/15/2025 1:31:55 AM",,"20",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","migration/0","00:00:07.1400000","00:00:07.1500000","00:00:00.0100000",,
"migration/1","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"7.61",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3480","0",,"False","8/15/2025 1:31:55 AM",,"25",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","migration/1","00:00:07.2700000","00:00:07.6100000","00:00:00.3400000",,
"migration/2","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"4.84",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2588","0",,"False","8/15/2025 1:31:55 AM",,"31",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","migration/2","00:00:04.4900000","00:00:04.8400000","00:00:00.3500000",,
"migration/3","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"7.9",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3444","0",,"False","8/15/2025 1:31:55 AM",,"37",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","migration/3","00:00:07.9000000","00:00:07.9000000","00:00:00",,
"ModemManager","635",,"399339520","6549504","1703936","0",,"/usr/sbin/ModemManager","System.Diagnostics.Process (systemd)",,"0.17",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2160","0",,"False","8/15/2025 1:32:02 AM",,"635",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","1703936","1703936","1703936","1703936","0","0","12328960","12328960","399839232","399839232","False","Normal","43978752","43978752","15","635",,"System.Diagnostics.ProcessThreadCollection",,"399339520","399339520","False",,,,"6549504","6549504",,,"0","","True","ModemManager","00:00:00.1000000","00:00:00.1700000","00:00:00.0700000",,
"NetworkManager","588",,"342994944","12222464","1966080","0",,"/usr/sbin/NetworkManager --no-daemon","System.Diagnostics.Process (systemd)",,"8.88",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3368","0",,"False","8/15/2025 1:32:02 AM",,"588",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","1966080","1966080","1966080","1966080","0","0","19218432","19218432","343060480","343060480","False","Normal","36085760","36085760","15","588",,"System.Diagnostics.ProcessThreadCollection",,"342994944","342994944","False",,,,"12222464","12222464",,,"0","","True","NetworkManager","00:00:07.0700000","00:00:08.8800000","00:00:01.8100000",,
"nm-applet","885","14","636645376","30056448","4456448","0","/usr/bin/nm-applet","nm-applet","System.Diagnostics.Process (xfce4-session)",,"35.4799999",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3180","0",,"False","8/15/2025 1:32:20 AM",,"1227",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","4456448","4456448","4456448","4456448","0","0","46804992","46804992","636645376","636645376","False","Normal","67043328","67043328","15","885",,"System.Diagnostics.ProcessThreadCollection","14","636645376","636645376","False",,,,"30056448","30056448",,"System.Diagnostics.ProcessModule (nm-applet)","0","","True","nm-applet","00:00:15.2500000","00:00:35.4799999","00:00:20.2300000",,
"obexd","1374","8","47497216","5341184","655360","0","/usr/libexec/bluetooth/obexd","/usr/libexec/bluetooth/obexd","System.Diagnostics.Process (systemd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1052","0",,"False","8/15/2025 1:32:21 AM",,"1374",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","655360","655360","655360","655360","0","0","7569408","7569408","47497216","47497216","False","Normal","507904","507904","15","1374",,"System.Diagnostics.ProcessThreadCollection","8","47497216","47497216","False",,,,"5341184","5341184",,"System.Diagnostics.ProcessModule (obexd)","0","","True","obexd","00:00:00.0100000","00:00:00.0100000","00:00:00",,
"oom_reaper","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2092","0",,"False","8/15/2025 1:31:55 AM",,"52",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","oom_reaper","00:00:00","00:00:00","00:00:00",,
"panel-1-whisker","885","11","472395776","36478976","2228224","0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0 /usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libwhiskermenu.so 1 27262983 whiskermenu Whisker Menu Show a menu to easily access installed applications","System.Diagnostics.Process (xfce4-panel)",,"7.88",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2388","0",,"False","8/15/2025 1:32:19 AM",,"1088",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","2228224","2228224","2228224","2228224","0","0","43737088","43737088","476594176","476594176","False","Normal","51744768","51744768","15","885",,"System.Diagnostics.ProcessThreadCollection","11","472395776","472395776","False",,,,"36478976","36478976",,"System.Diagnostics.ProcessModule (wrapper-2.0)","0","","True","panel-1-whisker","00:00:03.4200000","00:00:07.8800000","00:00:04.4600000",,
"panel-13-cpugra","885","10","384548864","43008000","17825792","0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0 /usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libcpugraph.so 13 27262988 cpugraph CPU Graph Graphical representation of the CPU load","System.Diagnostics.Process (xfce4-panel)",,"628.45",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3448","0",,"False","8/15/2025 1:32:19 AM",,"1100",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","17825792","17825792","17825792","17825792","0","0","62382080","62382080","450535424","450535424","False","Normal","77602816","77602816","15","885",,"System.Diagnostics.ProcessThreadCollection","10","384548864","384548864","False",,,,"43008000","43008000",,"System.Diagnostics.ProcessModule (wrapper-2.0)","0","","True","panel-13-cpugra","00:05:30.9600000","00:10:28.4500000","00:04:57.4900000",,
"panel-14-systra","885","10","419655680","18198528","2228224","0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0 /usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libsystray.so 14 27262989 systray Status Tray Plugin Provides status notifier items (application indicators) and legacy systray items","System.Diagnostics.Process (xfce4-panel)",,"10.59",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2476","0",,"False","8/15/2025 1:32:19 AM",,"1101",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","2228224","2228224","2228224","2228224","0","0","25468928","25468928","419659776","419659776","False","Normal","48943104","48943104","15","885",,"System.Diagnostics.ProcessThreadCollection","10","419655680","419655680","False",,,,"18198528","18198528",,"System.Diagnostics.ProcessModule (wrapper-2.0)","0","","True","panel-14-systra","00:00:02.6800000","00:00:10.5900000","00:00:07.9100000",,
"panel-15-genmon","885","10","346214400","19304448","3276800","0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0 /usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libgenmon.so 15 27262990 genmon Generic Monitor Show output of a command.","System.Diagnostics.Process (xfce4-panel)",,"537.54",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2664","0",,"False","8/15/2025 1:32:19 AM",,"1102",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","3276800","3276800","3276800","3276800","0","0","28196864","28196864","410890240","410890240","False","Normal","40792064","40792064","15","885",,"System.Diagnostics.ProcessThreadCollection","10","346214400","346214400","False",,,,"19304448","19304448",,"System.Diagnostics.ProcessModule (wrapper-2.0)","0","","True","panel-15-genmon","00:06:36.3200000","00:08:57.5400000","00:02:21.2200000",,
"panel-16-pulsea","885","13","470470656","25223168","4456448","0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0 /usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libpulseaudio-plugin.so 16 27262991 pulseaudio PulseAudio Plugin Adjust the audio volume of the PulseAudio sound system","System.Diagnostics.Process (xfce4-panel)",,"2.23",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1748","0",,"False","8/15/2025 1:32:19 AM",,"1103",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","4456448","4456448","4456448","4456448","0","0","42803200","42803200","486137856","486137856","False","Normal","41443328","41443328","15","885",,"System.Diagnostics.ProcessThreadCollection","13","470470656","470470656","False",,,,"25223168","25223168",,"System.Diagnostics.ProcessModule (wrapper-2.0)","0","","True","panel-16-pulsea","00:00:00.7800000","00:00:02.2300000","00:00:01.4500000",,
"panel-17-notifi","885","10","470110208","22487040","4325376","0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0 /usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libnotification-plugin.so 17 27262992 notification-plugin Notification Plugin Notification plugin for the Xfce panel","System.Diagnostics.Process (xfce4-panel)",,"1.85",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1608","0",,"False","8/15/2025 1:32:19 AM",,"1104",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","4325376","4325376","4325376","4325376","0","0","39788544","39788544","536096768","536096768","False","Normal","49561600","49561600","15","885",,"System.Diagnostics.ProcessThreadCollection","10","470110208","470110208","False",,,,"22487040","22487040",,"System.Diagnostics.ProcessModule (wrapper-2.0)","0","","True","panel-17-notifi","00:00:00.6000000","00:00:01.8500000","00:00:01.2500000",,
"panel-18-power-","885","11","395550720","30453760","3014656","0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0 /usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libxfce4powermanager.so 18 27262993 power-manager-plugin Power Manager Plugin Display the battery levels of your devices and control the brightness of your display","System.Diagnostics.Process (xfce4-panel)",,"98.7",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1300","0",,"False","8/15/2025 1:32:19 AM",,"1106",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","3014656","3014656","3014656","3014656","0","0","40722432","40722432","461180928","461180928","False","Normal","42639360","42639360","15","885",,"System.Diagnostics.ProcessThreadCollection","11","395550720","395550720","False",,,,"30453760","30453760",,"System.Diagnostics.ProcessModule (wrapper-2.0)","0","","True","panel-18-power-","00:00:59.5300000","00:01:38.7000000","00:00:39.1700000",,
"panel-22-action","885","10","395026432","22888448","4194304","0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0","/usr/lib/x86_64-linux-gnu/xfce4/panel/wrapper-2.0 /usr/lib/x86_64-linux-gnu/xfce4/panel/plugins/libactions.so 22 27262994 actions Action Buttons Log out, lock or other system actions","System.Diagnostics.Process (xfce4-panel)",,"1.74",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3796","0",,"False","8/15/2025 1:32:19 AM",,"1108",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","4194304","4194304","4194304","4194304","0","0","40345600","40345600","413003776","413003776","False","Normal","41103360","41103360","15","885",,"System.Diagnostics.ProcessThreadCollection","10","395026432","395026432","False",,,,"22888448","22888448",,"System.Diagnostics.ProcessModule (wrapper-2.0)","0","","True","panel-22-action","00:00:00.5100000","00:00:01.7400000","00:00:01.2300000",,
"pcscd","1463028",,"330018816","7184384","0","0",,"/usr/sbin/pcscd --foreground --auto-exit","System.Diagnostics.Process (systemd)",,"0.01",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3404","0",,"False","8/17/2025 11:26:42 AM",,"1463028",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","7184384","7184384","397127680","397127680","False","Normal","51642368","51642368","15","1463028",,"System.Diagnostics.ProcessThreadCollection",,"330018816","330018816","False",,,,"7184384","7184384",,,"0","","True","pcscd","00:00:00","00:00:00.0100000","00:00:00.0100000",,
"pipewire","857","56","112447488","6680576","3325952","0","/usr/bin/pipewire","/usr/bin/pipewire","System.Diagnostics.Process (systemd)",,"0.36",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","896","0",,"False","8/15/2025 1:32:18 AM",,"857",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","3325952","3325952","3325952","3325952","0","0","14356480","14356480","178937856","178937856","False","Normal","21463040","21463040","15","857",,"System.Diagnostics.ProcessThreadCollection","56","112447488","112447488","False",,,,"6680576","6680576",,"System.Diagnostics.ProcessModule (pipewire)","0","","True","pipewire","00:00:00.2400000","00:00:00.3600000","00:00:00.1200000",,
