"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","MainWindowHandle","MainWindowTitle","Responding","ProcessName","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","Site","Container"
"kswapd0","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"5.32",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3940","0",,"False","8/15/2025 1:31:56 AM",,"68",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kswapd0","00:00:05.3200000","00:00:05.3200000","00:00:00",,
"kthreadd","0",,"0","0","0","0",,,,,"0.4099999",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3316","0",,"False","8/15/2025 1:31:55 AM",,"2",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kthreadd","00:00:00.4099999","00:00:00.4099999","00:00:00",,
"kworker/0:0-mm_percpu_wq","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.06",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2656","0",,"False","8/17/2025 10:03:47 AM",,"1420476",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/0:0-mm_percpu_wq","00:00:00.0400000","00:00:00.0600000","00:00:00.0200000",,
"kworker/0:0H-kblockd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.05",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2728","-20",,"False","8/17/2025 6:38:33 AM",,"1318777",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/0:0H-kblockd","00:00:00.0500000","00:00:00.0500000","00:00:00",,
"kworker/0:1-events","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.19",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2436","0",,"False","8/17/2025 10:23:27 AM",,"1430369",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/0:1-events","00:00:00.1900000","00:00:00.1900000","00:00:00",,
"kworker/0:1H-kblockd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.11",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2904","-20",,"False","8/17/2025 9:27:16 AM",,"1402682",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","1","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/0:1H-kblockd","00:00:00.1100000","00:00:00.1100000","00:00:00",,
"kworker/1:0-mm_percpu_wq","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.77",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1268","0",,"False","8/17/2025 8:05:56 AM",,"1362896",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/1:0-mm_percpu_wq","00:00:00.7700000","00:00:00.7700000","00:00:00",,
"kworker/1:1-cgroup_destroy","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2932","0",,"False","8/17/2025 10:17:31 AM",,"1427361",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/1:1-cgroup_destroy","00:00:00","00:00:00","00:00:00",,
"kworker/1:1H-kblockd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.25",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3660","-20",,"False","8/17/2025 9:22:25 AM",,"1399813",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/1:1H-kblockd","00:00:00.2500000","00:00:00.2500000","00:00:00",,
"kworker/1:2","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2872","0",,"False","8/17/2025 11:27:10 AM",,"1463459",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/1:2","00:00:00","00:00:00","00:00:00",,
"kworker/1:2H-kblockd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1292","-20",,"False","8/17/2025 3:28:27 AM",,"1226901",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","2","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/1:2H-kblockd","00:00:00","00:00:00","00:00:00",,
"kworker/2:0-ata_sff","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.56",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3392","0",,"False","8/17/2025 11:00:35 AM",,"1449177",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/2:0-ata_sff","00:00:00.5600000","00:00:00.5600000","00:00:00",,
"kworker/2:0H-kblockd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.12",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4","-20",,"False","8/17/2025 10:17:37 AM",,"1427535",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/2:0H-kblockd","00:00:00.1200000","00:00:00.1200000","00:00:00",,
"kworker/2:1-ata_sff","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.02",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3996","0",,"False","8/17/2025 11:26:31 AM",,"1462826",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/2:1-ata_sff","00:00:00","00:00:00.0200000","00:00:00.0200000",,
"kworker/2:2-events","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.13",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3776","0",,"False","8/17/2025 11:21:21 AM",,"1460123",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/2:2-events","00:00:00.0700000","00:00:00.1300000","00:00:00.0600000",,
"kworker/2:2H-kblockd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.32",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1876","-20",,"False","8/17/2025 9:20:01 AM",,"1398682",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","4","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/2:2H-kblockd","00:00:00.3200000","00:00:00.3200000","00:00:00",,
"kworker/3:0H-kblockd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.38",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4000","-20",,"False","8/17/2025 7:01:19 AM",,"1330182",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/3:0H-kblockd","00:00:00.3800000","00:00:00.3800000","00:00:00",,
"kworker/3:1-events","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.16",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1852","0",,"False","8/17/2025 9:28:01 AM",,"1403069",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/3:1-events","00:00:00.1600000","00:00:00.1600000","00:00:00",,
"kworker/3:2-mm_percpu_wq","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.26",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3424","0",,"False","8/17/2025 10:23:27 AM",,"1430353",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/3:2-mm_percpu_wq","00:00:00","00:00:00.2600000","00:00:00.2600000",,
"kworker/3:2H","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2828","-20",,"False","8/17/2025 9:05:33 AM",,"1391573",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","8","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/3:2H","00:00:00","00:00:00","00:00:00",,
"kworker/R-acpi_thermal_pm","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2976","-20",,"False","8/15/2025 1:31:56 AM",,"81",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-acpi_thermal_pm","00:00:00","00:00:00","00:00:00",,
"kworker/R-ata_sff","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.05",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2888","-20",,"False","8/15/2025 1:31:57 AM",,"261",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-ata_sff","00:00:00.0500000","00:00:00.0500000","00:00:00",,
"kworker/R-blkcg_punt_bio","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1964","-20",,"False","8/15/2025 1:31:55 AM",,"60",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-blkcg_punt_bio","00:00:00","00:00:00","00:00:00",,
"kworker/R-cryptd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2212","-20",,"False","8/15/2025 1:31:57 AM",,"102",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-cryptd","00:00:00","00:00:00","00:00:00",,
"kworker/R-devfreq_wq","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3276","-20",,"False","8/15/2025 1:31:55 AM",,"65",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-devfreq_wq","00:00:00","00:00:00","00:00:00",,
"kworker/R-edac-poller","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2256","-20",,"False","8/15/2025 1:31:55 AM",,"64",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-edac-poller","00:00:00","00:00:00","00:00:00",,
"kworker/R-ext4-rsv-conversion","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3092","-20",,"False","8/15/2025 1:32:00 AM",,"313",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-ext4-rsv-conversion","00:00:00","00:00:00","00:00:00",,
"kworker/R-inet_frag_wq","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3892","-20",,"False","8/15/2025 1:31:55 AM",,"48",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-inet_frag_wq","00:00:00","00:00:00","00:00:00",,
"kworker/R-ipv6_addrconf","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2284","-20",,"False","8/15/2025 1:31:56 AM",,"83",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-ipv6_addrconf","00:00:00","00:00:00","00:00:00",,
"kworker/R-kblockd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2000","-20",,"False","8/15/2025 1:31:55 AM",,"59",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-kblockd","00:00:00","00:00:00","00:00:00",,
"kworker/R-kintegrityd","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2260","-20",,"False","8/15/2025 1:31:55 AM",,"58",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-kintegrityd","00:00:00","00:00:00","00:00:00",,
"kworker/R-kstrp","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1700","-20",,"False","8/15/2025 1:31:56 AM",,"89",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-kstrp","00:00:00","00:00:00","00:00:00",,
"kworker/R-kthrotld","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1804","-20",,"False","8/15/2025 1:31:56 AM",,"77",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-kthrotld","00:00:00","00:00:00","00:00:00",,
"kworker/R-mld","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2584","-20",,"False","8/15/2025 1:31:56 AM",,"82",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-mld","00:00:00","00:00:00","00:00:00",,
"kworker/R-mm_percpu_wq","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2112","-20",,"False","8/15/2025 1:31:55 AM",,"12",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-mm_percpu_wq","00:00:00","00:00:00","00:00:00",,
"kworker/R-netns","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3788","-20",,"False","8/15/2025 1:31:55 AM",,"7",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-netns","00:00:00","00:00:00","00:00:00",,
"kworker/R-rcu_gp","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3344","-20",,"False","8/15/2025 1:31:55 AM",,"4",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-rcu_gp","00:00:00","00:00:00","00:00:00",,
"kworker/R-rpciod","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2560","-20",,"False","8/15/2025 1:32:02 AM",,"602",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-rpciod","00:00:00","00:00:00","00:00:00",,
"kworker/R-scsi_tmf_0","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1328","-20",,"False","8/15/2025 1:31:57 AM",,"266",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-scsi_tmf_0","00:00:00","00:00:00","00:00:00",,
"kworker/R-scsi_tmf_1","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1408","-20",,"False","8/15/2025 1:31:57 AM",,"272",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-scsi_tmf_1","00:00:00","00:00:00","00:00:00",,
"kworker/R-scsi_tmf_2","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1412","-20",,"False","8/15/2025 1:31:57 AM",,"270",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-scsi_tmf_2","00:00:00","00:00:00","00:00:00",,
"kworker/R-slub_flushwq","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3792","-20",,"False","8/15/2025 1:31:55 AM",,"6",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-slub_flushwq","00:00:00","00:00:00","00:00:00",,
"kworker/R-sync_wq","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1648","-20",,"False","8/15/2025 1:31:55 AM",,"5",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-sync_wq","00:00:00","00:00:00","00:00:00",,
"kworker/R-tpm_dev_wq","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3312","-20",,"False","8/15/2025 1:31:55 AM",,"63",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-tpm_dev_wq","00:00:00","00:00:00","00:00:00",,
"kworker/R-ttm","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2644","-20",,"False","8/15/2025 1:31:57 AM",,"278",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-ttm","00:00:00","00:00:00","00:00:00",,
"kworker/R-writeback","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1044","-20",,"False","8/15/2025 1:31:55 AM",,"54",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-writeback","00:00:00","00:00:00","00:00:00",,
"kworker/R-xprtiod","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3628","-20",,"False","8/15/2025 1:32:02 AM",,"603",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","RealTime","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/R-xprtiod","00:00:00","00:00:00","00:00:00",,
"kworker/u16:0-ipv6_addrconf","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2868","0",,"False","8/15/2025 1:31:55 AM",,"11",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u16:0-ipv6_addrconf","00:00:00","00:00:00","00:00:00",,
"kworker/u16:1-ipv6_addrconf","0",,"0","0","0","0",,,"System.Diagnostics.Process (kthreadd)",,"0.75",,,,,"Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2892","0",,"False","8/15/2025 1:31:56 AM",,"84",".","9223372036854775807","0","System.Diagnostics.ProcessModuleCollection","0","0","0","0","0","0","0","0","0","0","0","0","False","Normal","0","0","15","0",,"System.Diagnostics.ProcessThreadCollection",,"0","0","False",,,,"0","0",,,"0","","True","kworker/u16:1-ipv6_addrconf","00:00:00.7500000","00:00:00.7500000","00:00:00",,
